representation,design,subset_seed,l2,train_count,feature_dim,avg,wga,train_avg,converged,gradient_max,group_0_accuracy,group_0_count,group_1_accuracy,group_1_count,group_2_accuracy,group_2_count,group_3_accuracy,group_3_count,seed,arm
saved_student,legacy_views_complementarity,,0.001,224,512,50.12510418891907,45.396146178245544,100.0,True,9.038487022521545e-08,45.39614486694336,467,48.49785232543945,466,57.894737243652344,133,64.66165161132812,133,3,crp_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.55546426773071,62.66094446182251,100.0,True,9.908453354131688e-08,64.02569580078125,467,62.660945892333984,466,75.93984985351562,133,79.69924926757812,133,3,crp_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,50.04169940948486,38.75803053379059,100.0,True,8.899178788757817e-08,38.75802993774414,467,56.22317886352539,466,62.40601348876953,133,55.63909912109375,133,3,raw_clip_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,67.22268462181091,63.811564445495605,100.0,True,6.772089010817307e-08,63.81156539916992,467,64.377685546875,466,78.19548797607422,133,78.19548797607422,133,3,raw_clip_kl
saved_student,legacy_views_complementarity,,0.001,224,512,50.04169940948486,40.042826533317566,100.0,True,9.140784878284582e-08,40.04282760620117,467,52.575103759765625,466,60.90225601196289,133,65.41353607177734,133,3,raw_clip_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.3886547088623,61.8843674659729,100.0,True,5.454798968668154e-08,61.884368896484375,467,64.1630859375,466,77.44361114501953,133,78.94737243652344,133,3,raw_clip_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,47.62302041053772,40.899357199668884,100.0,True,8.547326740219324e-08,40.899356842041016,467,46.3519287109375,466,59.398494720458984,133,63.90977478027344,133,3,splice_crp_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.72226786613464,63.59742879867554,100.0,True,8.418648445258672e-08,63.59742736816406,467,63.94850158691406,466,75.93984985351562,133,78.19548797607422,133,3,splice_crp_kl
saved_student,legacy_views_complementarity,,0.001,224,512,53.54462265968323,46.61654233932495,100.0,True,9.185664025205685e-08,53.7473258972168,467,50.42918395996094,466,46.61654281616211,133,70.67668914794922,133,4,simclr
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,68.64053606987,63.73390555381775,100.0,True,2.0594144569841626e-08,69.59314727783203,467,63.73390579223633,466,72.18045043945312,133,78.94737243652344,133,4,simclr
saved_student,legacy_views_complementarity,,0.001,224,512,57.63136148452759,52.63158082962036,100.0,True,8.353602109722439e-08,59.31477355957031,467,54.72102737426758,466,52.6315803527832,133,66.91729736328125,133,4,crp_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,68.64053606987,66.7382001876831,100.0,True,6.795515244754042e-08,67.45182037353516,467,66.73819732666016,466,69.92481231689453,133,78.19548797607422,133,4,crp_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,51.459550857543945,48.06866943836212,100.0,True,9.386316146092711e-08,50.53533172607422,467,48.068668365478516,466,53.38345718383789,133,64.66165161132812,133,4,raw_clip_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,67.30608940124512,65.02146124839783,100.0,True,5.267758001548284e-08,66.38115692138672,467,65.0214614868164,466,69.17292785644531,133,76.69172668457031,133,4,raw_clip_kl
saved_student,legacy_views_complementarity,,0.001,224,512,51.29274129867554,46.35193049907684,100.0,True,8.534282088781733e-08,51.39186477661133,467,46.3519287109375,466,56.39097595214844,133,63.15789031982422,133,4,raw_clip_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,67.55629777908325,64.59227204322815,100.0,True,2.4208189712341657e-08,67.0235595703125,467,64.59226989746094,466,71.42857360839844,133,75.93984985351562,133,4,raw_clip_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,53.87822985649109,46.61654233932495,100.0,True,8.185614208737436e-08,52.89078903198242,467,53.648067474365234,466,46.61654281616211,133,65.41353607177734,133,4,splice_crp_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,68.55713129043579,66.95278882980347,100.0,True,7.686495279414588e-08,67.45182037353516,467,66.95278930664062,466,69.92481231689453,133,76.69172668457031,133,4,splice_crp_kl
